boleiro,phase,team
Marcelo,oitavas,Porto
Marcelo,oitavas,Bayern de Munique
Marcelo,oitavas,Paris Saint-Germain
Marcelo,oitavas,Chelsea
Marcelo,oitavas,Internazionale
Marcelo,oitavas,Manchester City
Marcelo,oitavas,Real Madrid
Marcelo,oitavas,Borussia Dortmund
Marcelo,quartas,Internazionale
Marcelo,quartas,Atlético de Madrid
Marcelo,quartas,Paris Saint-Germain
Marcelo,quartas,Borussia Dortmund
Marcelo,semi,Bayern de Munique
Marcelo,semi,Paris Saint-Germain
Marcelo,final,Bayern de Munique
