date,hour,home_team,home_pen,home_goals,x,away_goals,away_pen,away_team,who,match
2026-06-25,23h,Tunísia,,0.0,x,1.0,,Holanda,Davi & Cesar,tunísia-vs-holanda
2026-06-26,02h,Turquia,,2.0,x,0.0,,Estados Unidos,Davi & Cesar,turquia-vs-estados_unidos
2026-06-26,02h,Paraguai,,2.0,x,0.0,,Austrália,Davi & Cesar,paraguai-vs-austrália
2026-06-26,19h,Noruega,,0.0,x,1.0,,França,Davi & Cesar,noruega-vs-frança
2026-06-26,19h,Senegal,,2.0,x,0.0,,Iraque,Davi & Cesar,senegal-vs-iraque
2026-06-27,00h,Cabo Verde,,1.0,x,0.0,,Arábia Saudita,Davi & Cesar,cabo_verde-vs-arábia_saudita
2026-06-27,00h,Uruguai,,1.0,x,0.0,,Espanha,Davi & Cesar,uruguai-vs-espanha
2026-06-27,03h,Egito,,2.0,x,0.0,,Irã,Davi & Cesar,egito-vs-irã
2026-06-27,03h,Nova Zelândia,,0.0,x,1.0,,Bélgica,Davi & Cesar,nova_zelândia-vs-bélgica
2026-06-27,21h,Panamá,,0.0,x,1.0,,Inglaterra,Davi & Cesar,panamá-vs-inglaterra
2026-06-27,21h,Croácia,,2.0,x,0.0,,Gana,Davi & Cesar,croácia-vs-gana
2026-06-27,23h,Colômbia,,0.0,x,1.0,,Portugal,Davi & Cesar,colômbia-vs-portugal
2026-06-27,23h,RD Congo,,1.0,x,0.0,,Uzbequistão,Davi & Cesar,rd_congo-vs-uzbequistão
2026-06-28,02h,Argélia,,1.0,x,0.0,,Áustria,Davi & Cesar,argélia-vs-áustria
2026-06-28,02h,Jordânia,,0.0,x,1.0,,Argentina,Davi & Cesar,jordânia-vs-argentina
